Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.0,1.2,1175.0,-1,144788YXLB12
8.1,8.1,50.0,-1,234712DA6NX8
0.1,7.9,2050.0,-1,231130KRKMZ7
0.7,6.7,200.0,-1,274208Q1WBQS
8.1,2.1,100.0,-1,121433O8HIHF
5.3,7.0,1350.0,-1,4134788WF2D1
0.8,1.2,50.0,-1,002422S6FYHW
0.1,3.4,1575.0,-1,347941FE4IW5
8.1,3.1,1275.0,-1,424908L4QMXI
4.6,3.7,2050.0,-1,044232GFR30O
0.2,0.1,1000.0,-1,012974D9XO5Q
4.6,0.6,225.0,-1,194012PQIPA9
0.3,3.7,675.0,-1,989729H335XY
1.8,6.4,1375.0,-1,942842BP8NVL
3.8,8.1,50.0,-1,413490BEBLD3
7.0,0.4,950.0,-1,408979JQCS36
2.1,3.9,50.0,-1,4423244BVAVW
3.7,4.1,1325.0,-1,218910K5H9L0
8.1,6.1,1275.0,-1,2744796VQGHS
5.5,3.2,50.0,-1,873272XDTJCI
0.1,6.6,850.0,-1,9247210ZY6WE
2.3,0.3,550.0,-1,4119409OMD96
1.7,2.4,1125.0,-1,439443PYW8KX
0.1,5.4,1975.0,-1,248440F9JF0J
6.1,4.6,1300.0,-1,872103RMHRO1
0.1,8.1,1450.0,-1,944197NZ7GUU
6.9,0.4,350.0,-1,127024PHAOT8
6.0,2.3,1225.0,-1,32239478LLP6
2.8,6.1,50.0,-1,932379WGRCO4
7.2,8.1,1325.0,-1,310392AZEDY7
3.4,8.1,1325.0,-1,474429RZ75RC
1.1,4.5,1175.0,-1,0292821A613D
