Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.8,0.8,725.0,-1,119121MYO9SJ
8.1,8.1,1425.0,-1,717717372EIJ
0.1,7.2,2050.0,-1,827797JDV4XU
2.5,8.1,50.0,-1,181171JL14W9
8.1,3.1,50.0,-1,9787114KB4OS
0.1,1.5,2050.0,-1,871299UVR42I
6.9,0.7,1225.0,-1,971721XFGD2Q
3.9,5.0,1325.0,-1,217829I7SUP8
0.1,5.1,675.0,-1,729727MPPTUG
4.3,2.2,50.0,-1,118911ZG8CDK
7.9,4.4,1175.0,-1,912919APMQCQ
2.2,8.1,1375.0,-1,771791QYP4UV
0.5,4.3,1525.0,-1,2798110BQGBP
0.6,2.7,50.0,-1,111128Q4DA2T
6.7,0.3,400.0,-1,11719937ZF61
4.0,1.9,1225.0,-1,2991117PAEXN
0.1,0.1,1350.0,-1,199897WUBSEB
5.2,7.7,1325.0,-1,2119811OZGD9
2.3,5.1,50.0,-1,119217D7A1J7
0.1,7.8,425.0,-1,978972TV0JXW
4.4,0.1,725.0,-1,111919DKDEWV
1.5,2.2,1275.0,-1,721788M8VJBD
2.2,0.8,100.0,-1,111911KFPDYL
5.8,3.4,1300.0,-1,787111LIU1XQ
0.4,6.6,1475.0,-1,911187JBMSRE
0.1,0.7,350.0,-1,717711CVM5GF
6.2,5.7,1325.0,-1,111119WSUU9Y
0.1,4.9,2050.0,-1,991712ZLHA2D
8.1,0.1,800.0,-1,989997Y5CEP2
8.1,2.4,1325.0,-1,1179780TUB22
0.1,3.0,550.0,-1,118981AGASKC
6.4,1.9,75.0,-1,117717DUSX17
