Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.8,3.4,1175.0,-1,785471GLOBS0
7.9,1.3,125.0,-1,21867796DUDK
2.2,7.9,125.0,-1,6427552Y6XG3
7.0,7.0,1325.0,-1,251885WMZ697
0.7,0.7,125.0,-1,815725R06NAZ
0.1,6.7,1700.0,-1,161511EEYGIX
7.3,1.9,1250.0,-1,1111221W9H4A
0.4,4.6,425.0,-1,4418813X3Q3G
0.1,0.7,1325.0,-1,186187FMPS5R
3.4,7.0,1325.0,-1,854116SOBHX1
4.0,1.3,125.0,-1,518761CVLEGY
3.4,0.4,950.0,-1,487872S0MQ09
0.1,6.7,950.0,-1,512776R4Q9QS
5.8,4.3,1325.0,-1,4112686AE4U5
0.1,4.0,1700.0,-1,77828456UL1R
0.1,3.4,1025.0,-1,177121H2NFY0
1.9,3.1,50.0,-1,61871866K7XO
5.8,0.4,950.0,-1,261847BMCQVK
7.9,4.9,1250.0,-1,4285511VAZFW
0.4,7.0,350.0,-1,771882H5JS8U
0.1,0.4,650.0,-1,441427968NNQ
6.4,0.4,425.0,-1,147417JFSXUI
1.3,5.5,1400.0,-1,877752NBRRH2
0.4,2.5,350.0,-1,811181IC7XJU
1.9,1.3,1175.0,-1,8864848GBBXH
1.6,5.8,125.0,-1,412281MZKFMH
2.5,0.4,275.0,-1,621885V0WD92
1.6,7.3,1400.0,-1,7718454JV0OI
7.6,0.4,875.0,-1,856886FU6NN7
0.1,2.5,1400.0,-1,477851SSPGJZ
0.4,4.9,875.0,-1,1158452XSN2M
5.8,1.3,125.0,-1,217516B3MDYE
