Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.6,3.8,1375.0,-1,444125DW4UTY
8.1,3.4,50.0,-1,775557Q8QH60
8.0,8.1,1400.0,-1,527227XPC6PA
2.8,8.1,100.0,-1,751427FTG99M
2.3,1.1,50.0,-1,777741TT3A80
6.1,2.7,1325.0,-1,715544YIDQ6K
2.8,8.1,1325.0,-1,72554793LUYZ
0.2,0.1,2050.0,-1,411717V9UG9I
0.1,0.1,900.0,-1,477425MCN7RO
8.1,0.2,700.0,-1,254575233E6Z
1.0,4.7,400.0,-1,245545UZXT4D
3.9,0.5,850.0,-1,424417O5EWE4
5.4,6.0,1350.0,-1,754757P2IPSC
0.1,6.9,1700.0,-1,517457AKREID
5.5,1.6,200.0,-1,547411AXQLMP
0.1,7.6,425.0,-1,757527NR5F88
8.1,4.9,1325.0,-1,557574W5EHXT
3.2,2.7,1275.0,-1,714144URK7OK
0.2,2.1,425.0,-1,7525125PO24A
2.8,5.4,1325.0,-1,5547712DZC1F
0.2,1.3,1475.0,-1,541725TVA0IB
2.7,5.7,50.0,-1,125545BPASJ0
8.1,1.7,1150.0,-1,5775129F7VKS
6.1,0.8,975.0,-1,577441POZNHO
1.9,0.3,575.0,-1,7471550VZO06
0.1,2.3,1975.0,-1,451454FDKCZD
0.1,3.6,825.0,-1,124224UDHJYP
5.9,8.1,1250.0,-1,751525OX7T0L
1.9,3.3,50.0,-1,5154548PX4ZV
1.8,1.3,1050.0,-1,542115YYHVJH
7.7,1.5,275.0,-1,575727EK0QK7
0.1,0.1,275.0,-1,454474N3VCYP
