Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.7,0.5,650.0,-1,650047OAVP6L
0.1,8.1,2050.0,-1,688701AC899U
8.1,7.3,1350.0,-1,168470SLFBW5
2.1,8.1,150.0,-1,888580KLHMMH
0.1,1.3,2050.0,-1,181548NVNVUN
8.1,4.1,50.0,-1,804818AAD6LK
8.1,2.1,1250.0,-1,714405KX3ZX1
2.9,4.9,1350.0,-1,7587879PD4WG
0.1,3.3,150.0,-1,184481G43TER
0.1,1.3,1050.0,-1,085870W3ZIGM
4.5,8.1,1250.0,-1,886487ZXW0VA
4.5,2.9,50.0,-1,666408C7P53T
7.3,1.3,450.0,-1,588780Z2UAG4
4.9,2.5,1250.0,-1,101748F989FA
0.1,5.3,1650.0,-1,415454ZGQ97X
0.1,6.1,450.0,-1,7688751CKDZN
1.7,0.9,50.0,-1,8878783RHYOP
6.5,4.9,1350.0,-1,6865181OXC5W
1.7,7.7,1350.0,-1,017878XBZ85W
2.1,5.3,50.0,-1,854558UFTBH1
6.1,0.5,950.0,-1,8474082286R6
2.1,2.5,1250.0,-1,888188NP3C58
0.1,1.3,450.0,-1,787180C8HG7R
0.1,3.7,1250.0,-1,765768FI627V
8.1,0.1,850.0,-1,1504001TNF6J
5.3,1.3,350.0,-1,8080009XEAT1
1.7,0.5,750.0,-1,740588IE12LZ
0.1,8.1,350.0,-1,487187E51175
6.5,2.9,150.0,-1,748187ZFEJ5A
6.1,6.9,1350.0,-1,577850QMWMIA
8.1,4.1,1250.0,-1,4687414UTPSP
3.3,1.3,1050.0,-1,058474ATJSS6
