Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.3,4.8,375.0,-1,6774424CPDZ0
8.1,0.1,2025.0,-1,425742RBFVOP
8.0,8.1,1275.0,-1,2672254AG9BO
0.1,0.3,2025.0,-1,124244DL3ACN
7.0,0.9,100.0,-1,4252544SKWF3
4.5,3.4,1275.0,-1,664564HCY3H5
0.1,8.1,1500.0,-1,272245QM5LUV
4.0,8.1,50.0,-1,514622AFTUU3
0.1,0.1,775.0,-1,5155271EENXA
2.9,1.4,50.0,-1,555444WT3U9Z
0.5,4.0,1575.0,-1,742722SS9SDJ
4.0,7.4,1325.0,-1,2274578ACK3P
7.2,0.5,1075.0,-1,411456Y7OP7D
8.1,4.3,1275.0,-1,422414LXTF8M
3.6,0.4,875.0,-1,1612455JOV6D
0.7,8.1,225.0,-1,456575PF8GJ8
0.2,2.9,925.0,-1,272224TGUDRM
0.3,2.0,250.0,-1,7565454OO51N
5.2,3.0,50.0,-1,7146265W4RPZ
2.5,5.7,50.0,-1,644246B3YLB0
2.6,5.2,1300.0,-1,544516UNVWEU
6.1,5.9,1350.0,-1,112762FYX47T
0.1,6.5,850.0,-1,574515BJO1DR
8.1,3.2,75.0,-1,4552760EOKAS
1.6,1.1,1200.0,-1,1447440PR0S7
4.8,0.4,350.0,-1,547264X89XXV
2.0,3.5,50.0,-1,512626UJSMUB
2.0,0.3,475.0,-1,4274465PDZRY
6.5,2.5,1225.0,-1,51467405NBCH
5.9,0.1,2050.0,-1,211614MWD7LR
8.1,0.4,575.0,-1,2422764NMVSA
2.0,3.2,1200.0,-1,7154561YAUW1
