Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.6,0.4,575.0,-1,822781M4ZRAG
8.1,8.1,1300.0,-1,0270226VC2ZO
0.1,6.4,2050.0,-1,7218223F8O8T
1.5,8.1,125.0,-1,807072V0SW09
8.0,3.5,50.0,-1,702271E9KQMN
6.2,3.0,1350.0,-1,7222177PX1L0
3.3,8.1,1250.0,-1,20227156IQAX
0.1,2.1,1525.0,-1,001022C6DNA0
0.1,4.1,500.0,-1,7277277IV84M
8.1,0.1,700.0,-1,227277JMPMF0
2.8,4.5,1375.0,-1,282822SNE6X0
4.6,2.4,50.0,-1,122222C2YQOI
0.1,8.1,1350.0,-1,27827274WMGL
5.7,6.1,1375.0,-1,221772CWIMUW
2.6,5.2,50.0,-1,1728226ASFTW
3.5,1.5,1275.0,-1,221220X6UNJG
0.9,1.8,50.0,-1,1201129LMWY3
0.1,1.4,825.0,-1,117272UHQG8P
5.3,0.2,825.0,-1,272228RLWF4C
0.1,6.9,650.0,-1,172201JQM0S8
0.1,5.1,1425.0,-1,720717QE4BX2
8.1,4.9,1225.0,-1,201772C0E827
0.1,3.7,2050.0,-1,811212DSXTCF
6.9,1.2,175.0,-1,781221KHMLRP
8.1,1.6,1200.0,-1,222711B6SZOA
1.9,6.6,1525.0,-1,201281ZMJR2C
3.7,7.9,50.0,-1,222110BJOUEA
4.9,0.5,300.0,-1,222172JKFMFB
1.7,2.7,1200.0,-1,012711JMUDN4
0.6,5.8,200.0,-1,170721DXW1T6
3.0,1.0,75.0,-1,822128V1HV5L
6.0,8.1,1225.0,-1,782222YKCM3X
