Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.9,1.6,1250.0,-1,1879824U933U
0.1,7.9,350.0,-1,774807LWAE9N
1.3,0.4,350.0,-1,966128DRMHSE
0.1,4.3,1850.0,-1,470770YR5FMB
5.8,7.9,1250.0,-1,8097865PQ0JP
6.1,2.5,50.0,-1,629784OSYD56
3.4,2.2,1250.0,-1,1626441XIB19
1.6,7.9,1400.0,-1,870478K1Z8EV
2.2,4.3,50.0,-1,289818WM61LJ
4.9,0.1,650.0,-1,76887728ITX6
3.4,7.6,50.0,-1,907044B6MM5K
7.9,5.2,1325.0,-1,021608GL6Z1F
0.1,2.5,1025.0,-1,177062T7VLS4
3.7,5.5,1325.0,-1,622002YAXNYP
7.9,0.7,500.0,-1,748687B6XMXX
0.1,4.9,500.0,-1,172769OMDSHQ
3.7,1.0,50.0,-1,794628RXC5FV
5.8,3.4,1325.0,-1,097776229AY1
1.9,0.7,950.0,-1,894198O4OHOP
0.1,2.5,275.0,-1,870061RV4DEW
7.9,7.9,950.0,-1,78808089XE1K
1.6,3.7,1400.0,-1,882910PFBYDH
0.1,6.7,1775.0,-1,68211758496D
5.5,1.3,1100.0,-1,471668CNJJWC
1.6,6.4,200.0,-1,281814QLFISA
3.7,7.9,1325.0,-1,64920780NVHL
5.8,5.5,1250.0,-1,994789O79BGO
1.6,5.8,1475.0,-1,748988FF5IER
1.9,2.2,50.0,-1,967689TDZOEA
7.9,3.4,50.0,-1,88192941R4JN
3.1,0.7,500.0,-1,01077684VBK5
7.6,0.1,950.0,-1,2704177R5RBX
