Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
5.7,5.7,1350.0,-1,887407CXOZZP
0.5,0.5,150.0,-1,776777T2AEQN
0.9,7.3,250.0,-1,978888JMT4VA
0.1,6.9,1950.0,-1,681470QHNE47
7.7,0.5,1050.0,-1,408147HCWNAG
0.1,2.5,1350.0,-1,6871468JFA5G
4.9,1.3,150.0,-1,871817FHFS9P
2.9,7.7,1350.0,-1,917186C9POVK
0.5,3.7,250.0,-1,8196978QAZ9G
2.9,4.5,1250.0,-1,816906EROH34
0.1,5.3,850.0,-1,181748RUK0UX
8.1,7.3,1250.0,-1,190706QHX3X3
0.1,0.1,950.0,-1,8489602PBC8F
4.9,2.9,1250.0,-1,71779849EE2S
3.3,7.3,50.0,-1,787878BEIZAJ
7.3,2.9,1250.0,-1,178877OP0MIZ
5.7,8.1,1350.0,-1,764990E7X34C
0.9,6.5,1450.0,-1,877784CLIYHX
2.9,1.3,50.0,-1,841178J29Y47
0.1,3.3,750.0,-1,888188ISF1R3
0.9,4.5,1450.0,-1,847804RTFE93
1.3,5.3,150.0,-1,486784ISSGU4
0.1,2.1,350.0,-1,074171QFKZHD
0.1,5.3,1850.0,-1,806744ASUS5J
1.3,2.5,50.0,-1,188898LWZDEI
0.5,6.1,450.0,-1,068188GNUNUQ
6.9,6.5,1350.0,-1,4899986GPEZB
0.1,3.7,1650.0,-1,486780JGS90Q
0.9,0.9,1150.0,-1,8794477QLTTG
7.7,1.7,1250.0,-1,866464ZLFTXX
2.1,7.3,150.0,-1,186048IOXD8S
2.1,6.5,1350.0,-1,878970DRYB16
