Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.2,3.1,1125.0,-1,577554WOYXRY
7.9,8.1,1275.0,-1,6717444Q41R9
8.1,0.3,2050.0,-1,517165CT171G
7.8,1.7,125.0,-1,462564K9B22G
3.1,8.1,100.0,-1,422414Z2TUOT
0.1,8.1,1600.0,-1,2414555TQNL0
2.8,0.8,100.0,-1,715424ZTF539
6.1,3.5,1275.0,-1,424476SWVAII
0.2,0.4,2050.0,-1,244475O0WB2W
1.0,4.5,150.0,-1,251551UOSJOX
3.9,7.0,1325.0,-1,155565VLMFSU
4.1,0.4,1000.0,-1,747555KNOATO
8.1,0.4,1025.0,-1,541421AKWRGV
0.1,6.8,775.0,-1,477145N96HDK
0.1,0.4,650.0,-1,214642OX555G
0.1,4.8,1800.0,-1,441464JNHNWU
5.0,2.9,50.0,-1,142621BC3WVJ
5.5,0.4,375.0,-1,524275O93EQ1
0.1,0.7,1325.0,-1,454556C8QCT3
3.5,4.4,1300.0,-1,7254246YQYJD
7.9,5.4,1300.0,-1,524555TL8VDG
0.5,8.1,225.0,-1,546651KFZKL9
1.5,6.1,1375.0,-1,124414EQC1B7
0.6,1.9,150.0,-1,5547454MLWOJ
0.3,4.5,725.0,-1,76152117L66S
6.1,1.2,1175.0,-1,765414UWXBZA
8.1,2.4,1275.0,-1,447115UY832Q
1.9,0.5,975.0,-1,554424S2T0EQ
6.1,6.9,1375.0,-1,556746ZYU56U
2.6,5.9,50.0,-1,154665WK7JFG
7.5,0.3,525.0,-1,754657T9OBF0
4.3,2.5,1225.0,-1,4561459JN229
