Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
7.9,7.1,1275.0,-1,4474642WKA32
0.2,0.1,2050.0,-1,447417G1ORFT
0.7,4.6,150.0,-1,441144GHRA46
8.1,0.6,175.0,-1,724247PGVLIC
0.1,8.1,1625.0,-1,444477EDKXCX
4.5,2.4,1250.0,-1,742474WICR76
4.3,8.1,50.0,-1,144446X28E3R
0.1,0.3,775.0,-1,4747161PJ651
3.6,1.1,50.0,-1,777444O43JE3
0.4,3.8,1425.0,-1,4744441AULKI
8.1,0.2,1225.0,-1,441617DOD8YT
3.8,6.5,1400.0,-1,441412DK79L0
0.1,8.1,400.0,-1,417622EQTYIS
7.7,3.6,1250.0,-1,674764O6A6T3
6.2,3.3,50.0,-1,747417VSFVE9
5.5,0.2,700.0,-1,144466XSY685
0.1,5.7,850.0,-1,4741419Y4IE1
0.7,1.7,150.0,-1,727762FOIELB
2.8,0.5,950.0,-1,214212VO8BST
0.1,3.0,725.0,-1,1742111HOK25
0.1,2.7,2050.0,-1,7177449VO9K0
2.1,6.8,125.0,-1,6421442HFJV9
2.8,4.3,1225.0,-1,41447259AQQI
5.5,4.7,1375.0,-1,2447170Q1VD4
1.3,6.2,1375.0,-1,721712MWARHM
0.1,1.4,1325.0,-1,6744770SPT6Z
5.7,8.1,1350.0,-1,4414475B9603
5.8,1.1,175.0,-1,776714LDOQXH
0.1,5.4,1800.0,-1,777417DXAKUU
1.7,2.5,1075.0,-1,646141UUNLGD
2.1,0.5,425.0,-1,146764KA0UGC
2.3,8.1,1375.0,-1,2641429SK1ZW
