Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,1.3,1175.0,-1,718171AUC9XH
8.1,8.1,1250.0,-1,171721X5E7IB
8.1,1.4,100.0,-1,222815PF4F4B
0.1,8.1,175.0,-1,708517TI90LE
0.2,7.9,2050.0,-1,057251K54CER
6.2,3.2,1250.0,-1,7115111MTHQG
2.4,3.5,50.0,-1,820028NHQ34Q
3.5,7.0,1275.0,-1,777821JPP2IE
4.5,0.2,550.0,-1,1011778DDXFA
0.1,5.1,900.0,-1,185087J6XQQI
0.1,3.1,2050.0,-1,717421DEM2U3
3.9,7.9,50.0,-1,717740YNBORI
8.1,0.3,975.0,-1,7827142VOI7E
0.5,0.6,300.0,-1,5778752W41MN
5.6,3.4,50.0,-1,001548UWJ9MA
3.0,3.9,1325.0,-1,741425H3ZTB0
0.1,0.1,1975.0,-1,117270JLVAIE
0.7,5.5,1625.0,-1,172024UYFEBA
6.2,6.0,1375.0,-1,8775112JJEP4
4.1,1.4,1175.0,-1,75274157J5HS
0.3,5.2,200.0,-1,747242RIIY4X
1.0,8.1,1375.0,-1,271712VV7FGN
2.9,0.9,50.0,-1,171140BATOS2
0.1,2.6,700.0,-1,550082DEEUCQ
0.1,3.3,1375.0,-1,188407DQSARJ
0.1,7.5,775.0,-1,1412117GYTHC
8.1,4.7,1200.0,-1,701171WSIOCU
2.5,5.9,50.0,-1,8872506B9RO7
2.2,0.3,700.0,-1,025708NY5BMS
6.8,0.3,500.0,-1,2100718L1ZIP
8.1,2.0,1375.0,-1,774501XSLA5A
5.5,8.1,1250.0,-1,12144158Q5MB
