Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.7,6.1,1325.0,-1,221488SXO1H2
7.9,0.4,200.0,-1,718821AFMYNQ
0.4,0.7,350.0,-1,276777Y9HG03
0.4,7.9,275.0,-1,417722VKLO3M
7.3,2.8,1250.0,-1,887116Z2QK06
0.1,3.1,1400.0,-1,178681SIKZHP
4.0,0.4,950.0,-1,1181227RXCT1
4.3,2.5,50.0,-1,2718276B8164
0.1,7.3,1700.0,-1,762272TGFMYR
7.3,7.9,1325.0,-1,11428870KPS0
1.0,4.3,350.0,-1,6724849T8L3E
3.4,7.0,50.0,-1,628184ZWQER5
0.1,0.1,1175.0,-1,171877P64CM9
7.3,3.4,50.0,-1,818811S5JWCN
3.1,3.1,1250.0,-1,216488EX1V3C
7.0,0.4,875.0,-1,647282NHWGDI
0.1,5.8,875.0,-1,2112177ME376
6.4,5.2,1325.0,-1,277121M5II9Y
3.1,0.4,275.0,-1,184288MHNSZN
0.1,4.9,1850.0,-1,827882AQYKAM
0.1,2.8,800.0,-1,881127J27Q8N
5.5,0.4,350.0,-1,1772611CLAIM
1.6,5.2,1325.0,-1,462611CKQVO7
1.3,2.5,50.0,-1,712248TBV9S4
4.9,7.9,1325.0,-1,428224EP6RWT
5.2,2.5,1250.0,-1,21726270JA19
1.9,1.0,1100.0,-1,74488169GLUZ
2.2,5.2,50.0,-1,121666ABA08U
0.7,6.1,425.0,-1,8418266VB7O1
6.1,1.9,125.0,-1,478181SXBHPF
1.3,7.9,1400.0,-1,188827VO1DZK
1.6,0.7,50.0,-1,726178JAUPK4
