Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,2.3,450.0,-1,104455T341YA
8.1,0.3,2050.0,-1,527224OO00G6
5.6,8.1,1350.0,-1,347473O0YYUD
8.0,2.3,125.0,-1,274354W87BOJ
0.1,4.9,2050.0,-1,333757GTLAG8
1.7,8.1,150.0,-1,772444TA2EZH
4.5,2.8,1250.0,-1,431340E0ZTIB
0.1,0.4,2000.0,-1,4741448NREYQ
4.0,0.4,350.0,-1,754424P1EV3O
1.1,8.1,1375.0,-1,272470N9ILV6
8.1,4.8,1275.0,-1,430275TPO8UC
7.8,0.4,1025.0,-1,744047MJ7WT3
1.2,4.4,1175.0,-1,774077DTXWI4
0.3,0.1,1125.0,-1,304374GYI8U2
2.1,4.8,50.0,-1,233425567OKE
0.2,6.7,725.0,-1,437334LEMCLE
5.0,2.9,50.0,-1,441244KD8B7D
3.1,0.5,1025.0,-1,410072IKFEQN
4.3,5.6,1350.0,-1,1413449ZBRNX
0.1,7.7,2050.0,-1,120770LHTKAI
1.5,0.6,75.0,-1,731417POHZAQ
8.1,7.5,1225.0,-1,7737249XO8ZR
6.6,0.4,425.0,-1,74375258Y63S
7.0,2.6,1250.0,-1,355774Y66ZRB
0.1,2.4,1375.0,-1,744155HFH38B
5.5,0.7,1125.0,-1,072254DUWGGH
0.2,4.8,375.0,-1,444075DZJVF3
0.4,6.0,1550.0,-1,71237247LCWR
3.3,7.7,1350.0,-1,041701YVRX7X
1.3,0.4,625.0,-1,744147NDU1OD
2.3,2.5,1175.0,-1,721210TNJGMZ
3.3,6.8,50.0,-1,207074M8PNSX
