Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.1,5.8,1325.0,-1,848884NK72YW
0.4,0.4,350.0,-1,778268DBV1OB
5.2,0.1,2000.0,-1,124128W1AWJQ
1.0,6.4,200.0,-1,728672WHYCWZ
6.4,0.4,875.0,-1,868422BHB4AN
0.1,7.6,2000.0,-1,781747CRCTAD
7.3,4.6,1250.0,-1,2788178FB1SO
0.4,2.8,1325.0,-1,886488PQOQ7V
3.7,0.7,1100.0,-1,781817CSNX0S
7.3,7.0,1325.0,-1,782818EAGZ9Y
0.4,4.0,800.0,-1,881488O6W9JE
1.0,4.9,1475.0,-1,62878679XXA8
1.6,1.0,1100.0,-1,278726RTMWAG
7.0,2.5,1250.0,-1,61846817IRCI
1.9,3.1,1100.0,-1,826877TCIYB2
1.6,0.4,725.0,-1,812824RFQAG8
0.4,2.5,950.0,-1,277412W5ELQ3
5.2,0.4,1025.0,-1,288278NLREHC
1.0,4.3,1175.0,-1,2687183ZN87X
4.3,6.4,1325.0,-1,226827NHWIBW
2.2,4.9,1250.0,-1,4274869DPJ2I
0.1,1.6,350.0,-1,62787629OYJG
0.7,5.2,200.0,-1,8841215IPBWE
1.0,6.1,1400.0,-1,227642LGRVK7
0.7,3.7,1475.0,-1,278244JIGGWA
6.4,3.4,1250.0,-1,864884WYQCSI
0.1,0.7,575.0,-1,742288NCO7ZO
7.0,6.1,1325.0,-1,274726KI0I90
0.4,3.4,1025.0,-1,7468225B7WZJ
1.9,6.4,125.0,-1,88127253A2TV
4.3,0.1,2000.0,-1,227688EXS24R
1.0,2.2,1100.0,-1,876868ICN6WB
