Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.6,4.9,1325.0,-1,927916PL75W7
8.1,1.2,175.0,-1,722128EO5NCS
8.1,8.1,1275.0,-1,989225ZL89QL
1.6,0.9,125.0,-1,882862J7HKS9
3.9,8.0,50.0,-1,228159WW9JA5
7.3,3.1,1325.0,-1,2597226UJJQ8
0.1,7.9,2025.0,-1,8172520LKY49
0.2,5.3,325.0,-1,688859PEXSCB
0.1,1.0,1225.0,-1,165921H71ZKZ
4.8,0.2,825.0,-1,599286MIYMR0
0.1,3.4,2050.0,-1,21281264A4NM
4.4,8.1,1225.0,-1,172582QLOF6P
4.8,2.5,50.0,-1,5969683EVRHK
1.0,8.1,1200.0,-1,271929ZI4POP
8.1,0.4,950.0,-1,891125731L2R
3.1,1.8,1325.0,-1,116156SXYOSZ
1.2,8.1,450.0,-1,821219RDNYA6
5.5,5.4,1375.0,-1,299211ZM1CRT
0.1,2.6,600.0,-1,282617CPI9C2
0.1,5.6,1600.0,-1,811561JQE9LQ
2.3,3.8,50.0,-1,712966V3TUMZ
2.0,0.2,775.0,-1,222222VS00MN
0.1,3.6,1200.0,-1,225111J7U2OB
8.1,5.5,1225.0,-1,221295UB0PWA
2.3,6.2,125.0,-1,7297257GBJ0H
3.9,0.5,275.0,-1,2781272DAM0X
5.4,1.8,1225.0,-1,9962159JYDNK
8.0,3.4,50.0,-1,121918GZTTWQ
6.1,0.5,375.0,-1,722919YOYTMH
4.3,3.6,1400.0,-1,222721L7YN2P
2.6,7.0,1425.0,-1,229529WU21OC
0.1,0.5,550.0,-1,725215608TCJ
