Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.2,7.2,625.0,-1,511675ARGFVN
0.1,0.1,2050.0,-1,586752JPZW32
2.5,0.1,50.0,-1,186722XHX04U
8.1,0.1,1575.0,-1,156757EGKN9W
0.1,8.1,1925.0,-1,051722506WJR
0.1,6.3,50.0,-1,7117771BZWQT
8.1,6.0,2050.0,-1,777126WWLT6T
8.1,2.0,100.0,-1,111518M9CM4O
2.4,3.7,1150.0,-1,716525DZG82Z
4.9,2.7,2050.0,-1,1671778ISXW0
4.4,8.1,1625.0,-1,277770UJG8SG
4.0,4.2,50.0,-1,171751NAXYJ7
0.1,0.1,950.0,-1,178587YYZPEG
8.1,3.9,1100.0,-1,207082R9ITVH
4.6,0.1,975.0,-1,1010777YUG7U
1.3,8.1,925.0,-1,271282PV4M2Z
0.6,4.1,2050.0,-1,1677278Y7SPW
3.4,8.1,50.0,-1,756511XTJ3I4
0.1,2.7,300.0,-1,77507689EEFA
8.0,8.1,1350.0,-1,808602YPZ7LL
8.1,5.5,50.0,-1,201217IZMSFL
3.2,0.1,1750.0,-1,152562B2XV8W
5.3,5.0,1450.0,-1,106718TJ287M
7.8,0.1,750.0,-1,777657PR2RTP
5.2,3.2,775.0,-1,577217SX3N8L
8.1,2.8,2025.0,-1,127516PRQ2J7
0.1,5.7,1375.0,-1,718865HCXZXY
5.6,0.1,175.0,-1,878782DVCW2W
3.3,5.7,2050.0,-1,082016I4NL2A
3.3,6.0,650.0,-1,857717KBRKX5
0.3,2.1,1500.0,-1,510768CJ690L
6.0,2.0,1400.0,-1,151175ZT0VY9
