Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.3,6.2,1650.0,-1,50414464GT4D
8.1,0.1,50.0,-1,671545JQXKPL
8.1,8.1,1250.0,-1,1617220ZRQE3
0.1,1.2,50.0,-1,150542S1N7SO
7.4,0.1,2050.0,-1,55105072870A
3.0,7.6,100.0,-1,564546SWU1IQ
0.1,0.1,2025.0,-1,412655MSMCQU
4.1,0.6,975.0,-1,1674241YJOKI
4.6,5.0,1350.0,-1,140414P80VCR
0.3,4.9,625.0,-1,0566243JX6WB
4.6,2.7,50.0,-1,0415514SLWBF
8.1,2.8,1275.0,-1,120014FI4GF8
0.3,0.1,1050.0,-1,5247042Q0751
3.0,8.1,1325.0,-1,561710RKN5D2
1.9,3.0,1225.0,-1,504551DHBP0H
7.8,3.3,50.0,-1,072411Z79DFM
0.1,8.0,400.0,-1,115471PYIGBP
7.2,0.4,800.0,-1,671747SLOP7O
2.2,4.5,50.0,-1,7514503RTXCD
2.9,0.4,275.0,-1,64114525H0EI
7.3,5.5,1325.0,-1,214547VHJWW8
5.6,0.1,275.0,-1,5615727CO4HT
0.1,2.3,700.0,-1,7727722SS7DS
0.1,3.6,1675.0,-1,167540XMJ3J7
5.5,2.5,1250.0,-1,261476GROSXP
5.6,7.5,1350.0,-1,5662429SQE4G
2.3,5.7,1325.0,-1,014475VUV23F
0.1,8.1,1375.0,-1,454654PIKP8O
0.5,3.3,225.0,-1,7441421ZZG7Q
0.9,0.4,525.0,-1,507244LRDH7V
1.0,6.2,200.0,-1,705114WG4TKQ
0.1,1.8,1375.0,-1,021555VEWD7M
