Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
6.6,0.5,1175.0,-1,577457FGYFJ0
0.1,8.1,50.0,-1,4273482N9C7V
3.8,8.1,2050.0,-1,822174QG54T5
8.1,7.7,325.0,-1,4732346YPRRX
0.1,0.1,50.0,-1,512424CNIYOD
0.1,1.6,2050.0,-1,2234149MUAPX
2.6,4.5,975.0,-1,841128IDHZ6O
8.1,4.6,2050.0,-1,375544WWDE0F
8.1,2.6,50.0,-1,884575OR3HMI
0.1,8.1,1350.0,-1,285524M8LQ3Z
1.9,0.1,1075.0,-1,777321FVPDDQ
4.5,0.1,175.0,-1,454443M8OQC9
4.5,2.1,2050.0,-1,7428271H4PMS
4.1,6.3,50.0,-1,777144KFRT82
7.4,8.1,1400.0,-1,451387914K67
8.1,4.3,1000.0,-1,372413WPNXXI
0.7,4.1,75.0,-1,122433TNV064
0.9,5.5,2050.0,-1,4745578L490L
4.0,8.1,925.0,-1,572144C4GT00
8.1,0.1,2050.0,-1,487258CHMYIQ
5.0,5.2,1625.0,-1,737342V8J4U0
5.3,3.3,525.0,-1,8847740PIGKO
0.1,2.7,1275.0,-1,477384UA5AQJ
0.1,6.2,700.0,-1,5775819Q7ZRT
2.3,2.0,475.0,-1,5454770Y01YE
8.1,0.1,500.0,-1,5131817K0KTP
4.0,2.1,1300.0,-1,437421E2C4Y9
2.5,0.1,1825.0,-1,727413MGG0WP
6.0,6.1,700.0,-1,787373TNYWLY
8.1,2.4,1575.0,-1,787524E2GBLQ
6.6,7.1,2050.0,-1,377774U20CPM
2.5,6.6,1500.0,-1,121221MRS3QG
