Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,4.3,1225.0,-1,4464449J8SZR
8.1,0.8,200.0,-1,778877X8V7MW
8.0,7.9,1250.0,-1,487414ZJDRTC
6.7,0.1,2050.0,-1,778446QEQWIK
3.6,8.1,50.0,-1,224874PZXLMY
1.8,0.7,50.0,-1,244127CSVXC8
0.1,0.3,2025.0,-1,412484L2FDM3
0.1,7.8,2050.0,-1,72244420EK5Y
4.3,0.6,1050.0,-1,844468AC72MK
3.6,8.1,1325.0,-1,7417785S3G1M
8.1,2.9,1275.0,-1,78726263UERM
0.8,4.9,175.0,-1,444744NFW7H2
0.3,0.1,975.0,-1,4887416WUR3K
4.9,2.9,50.0,-1,641444WKI4IT
4.8,4.1,1350.0,-1,277144EPEEY8
0.1,8.1,375.0,-1,4128143GDSJG
0.1,4.7,2050.0,-1,4646774PWDC0
7.3,0.4,925.0,-1,472422X0KA6H
0.2,2.6,600.0,-1,414427OL5XOP
0.9,7.1,1375.0,-1,4447449PGYMU
5.3,0.4,375.0,-1,84447427B8UF
0.3,5.9,775.0,-1,164467B2WVGP
7.9,3.3,50.0,-1,7468413DH08B
7.4,5.4,1300.0,-1,447887RW7LI4
2.1,1.8,1200.0,-1,264818627V83
3.1,5.8,1350.0,-1,246627RJ42C2
3.0,0.3,575.0,-1,744417CMEJJV
6.0,2.1,1225.0,-1,244442Q723C1
1.9,3.0,50.0,-1,674668YIBLWS
0.1,2.5,1375.0,-1,478274QOA9MN
5.9,7.5,1375.0,-1,464467S8MIR4
2.7,6.1,50.0,-1,487747ONHXY7
