Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
3.6,0.8,950.0,-1,2892200HA9KZ
0.1,8.1,1750.0,-1,9712818PQLTR
8.1,7.8,1150.0,-1,108898JTOSH4
2.4,7.0,50.0,-1,897900DXULBN
8.1,3.2,50.0,-1,999800A215C9
0.1,1.6,2050.0,-1,2272783TSP7R
8.1,2.5,1325.0,-1,72787241ZPVL
0.1,2.7,225.0,-1,082278PSWJ4M
3.8,5.5,1275.0,-1,12200259BXRF
4.1,2.5,50.0,-1,82127225QTBZ
7.1,0.1,575.0,-1,229208F9BSAT
0.1,0.1,1175.0,-1,818892ZX81Z0
0.4,4.5,1500.0,-1,820870TT1NUM
0.1,8.1,650.0,-1,828028UCY6MZ
2.0,0.1,275.0,-1,810222APB74J
2.2,8.1,1200.0,-1,778022AXQVH6
6.8,5.1,1150.0,-1,272282CS91X6
5.2,8.1,1250.0,-1,822181U5OKS5
0.6,5.4,450.0,-1,282222EJKUMH
5.1,2.9,1225.0,-1,202807V3HFBL
1.8,2.3,1300.0,-1,201228SQI2KA
6.9,0.1,1250.0,-1,802289B4TZTB
4.6,0.3,375.0,-1,2802821FL46T
2.2,4.2,50.0,-1,987888VBE439
0.1,0.8,600.0,-1,228722W543QZ
6.3,1.7,150.0,-1,9228993HHSTD
1.5,6.5,1550.0,-1,2280274W4PMM
0.6,0.1,1700.0,-1,712981P27GBJ
2.0,2.1,50.0,-1,802828V9TUGQ
0.1,2.5,1575.0,-1,809187JG5GIK
1.7,0.1,850.0,-1,288222B8Q5UD
5.6,0.7,875.0,-1,88209850JRSD
