Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.1,2.9,1250.0,-1,088167OMSFEO
0.5,8.1,250.0,-1,086676UA84O1
8.1,0.1,50.0,-1,81488846TO9L
0.1,7.3,2050.0,-1,4418811SI0CP
7.3,8.1,1350.0,-1,878811TCGHHW
0.5,1.7,50.0,-1,788880N0IEWF
0.1,0.1,1950.0,-1,078871N5RF6J
8.1,0.9,1250.0,-1,884844A4NPCA
4.9,2.9,50.0,-1,176484J1L1GM
0.1,3.7,1450.0,-1,786077UJ3EMF
2.9,6.5,1250.0,-1,778674MQ2GW5
1.3,0.5,1050.0,-1,706868RU2ZDR
4.9,0.1,650.0,-1,480467EFBAUR
0.5,4.5,550.0,-1,8788483G96DF
3.7,8.1,50.0,-1,78760806N2BY
8.1,3.7,50.0,-1,688684KRBFEP
6.9,4.1,1250.0,-1,647888A97B63
2.5,5.3,50.0,-1,448664876UOI
2.9,0.5,250.0,-1,867646B97FUN
0.5,8.1,1450.0,-1,848848K0KG58
0.1,4.5,2050.0,-1,688788UMWU7C
7.7,0.1,650.0,-1,8810005D4KR4
5.3,6.5,1350.0,-1,781608AWEO1X
5.7,1.3,1150.0,-1,018844GGSEGK
0.9,5.7,1550.0,-1,761668TZSDGU
8.1,6.1,1250.0,-1,888748C6HGXP
6.1,0.9,150.0,-1,868886XY2HS6
2.1,4.1,1250.0,-1,847187DZL4OV
0.5,0.5,550.0,-1,800687WICV1C
3.3,0.9,1150.0,-1,768114KFSU5Q
0.1,6.5,550.0,-1,641848WZ7RNS
1.3,3.7,50.0,-1,711660KX20LH
