Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.2,7.6,125.0,-1,611646ISODZ0
7.9,0.4,950.0,-1,8846843W9M7A
0.1,0.4,1250.0,-1,7427120QF70J
7.3,7.3,1325.0,-1,217147II3I0Q
0.1,7.0,1700.0,-1,274777IICR2I
3.4,1.6,50.0,-1,771622FR2E4G
4.0,2.8,1250.0,-1,111878T1KBIA
7.6,3.1,50.0,-1,2124112X3SAZ
0.7,4.0,650.0,-1,48816219YIWQ
3.4,7.9,1325.0,-1,2871688VYWFC
0.1,0.7,350.0,-1,848421K9ZI12
0.4,3.7,1475.0,-1,878681J24IW6
0.1,7.0,725.0,-1,446648QQE6KR
7.9,4.3,1250.0,-1,484828AUR4KV
6.1,0.4,350.0,-1,776116WCA5LT
2.8,0.4,1025.0,-1,212468SWWG3G
1.9,4.3,50.0,-1,287414K7Z0AS
1.9,5.8,1325.0,-1,4768768U6G0B
5.5,0.7,1025.0,-1,28277607PLJC
5.2,3.1,50.0,-1,277621PG8B6M
7.0,2.2,1250.0,-1,128811050V8F
1.6,2.2,1175.0,-1,6872864IC2ZE
1.3,2.2,50.0,-1,6716176P9RTA
5.2,6.7,1325.0,-1,218122ETKHM7
5.8,4.6,1325.0,-1,671166Q8KTDC
7.9,1.0,125.0,-1,222114ZE61FH
1.0,6.1,275.0,-1,621172C0E4H3
3.7,4.9,1325.0,-1,847716OXK75G
2.2,0.4,275.0,-1,1288811LTG7E
0.1,2.2,650.0,-1,474784EYQTLX
0.4,0.1,800.0,-1,272478I583IU
1.9,4.0,1175.0,-1,1787881IDPBV
