Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.1,4.7,450.0,-1,040174QOGHVJ
8.1,8.1,1375.0,-1,828290SM5F40
7.1,0.4,675.0,-1,408172B0JR1A
0.4,8.1,2050.0,-1,704490KQSGX2
4.1,4.1,1400.0,-1,2992829LUQ0J
3.9,8.1,50.0,-1,102042IAS7RN
1.2,0.1,1000.0,-1,127787YGZKV8
3.4,1.8,50.0,-1,422271MRJOWC
2.6,8.1,1100.0,-1,771402DJUWZJ
8.1,4.0,1125.0,-1,229942YT96Y0
0.1,4.3,1625.0,-1,002198GHXSIJ
8.1,3.4,50.0,-1,108299KB4N45
0.1,0.9,200.0,-1,772024LLINV3
4.4,0.8,1175.0,-1,022827MB2VLB
5.4,6.8,1175.0,-1,421824VBB5OE
0.1,6.4,1075.0,-1,0929820ABXW7
2.6,5.4,50.0,-1,7019216189UO
1.6,3.0,1075.0,-1,020770117LO6
1.6,7.5,450.0,-1,800079UJMO7J
6.1,1.5,100.0,-1,4122229SD3WA
3.3,0.1,575.0,-1,772722CZ95G8
6.9,1.7,1250.0,-1,222041GMV8UP
1.2,3.1,50.0,-1,702787DA6V4Q
2.1,5.6,1400.0,-1,7178824QLKB6
0.7,8.1,1450.0,-1,084972WBCUKY
0.1,2.4,650.0,-1,029840A43984
0.1,5.8,2050.0,-1,724072FML47W
7.4,5.9,1375.0,-1,7098710NEDRW
8.1,2.2,500.0,-1,772007260U57
6.2,3.7,1375.0,-1,7212845LLV3J
0.1,1.7,1225.0,-1,7792422AXWLD
5.2,1.0,550.0,-1,298442ZCTWGU
