Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
2.8,4.9,1250.0,-1,728271HHFXBB
7.3,0.4,500.0,-1,281716YLLRL4
0.4,0.7,125.0,-1,772282ZG663X
2.5,7.6,125.0,-1,1744842NGTMC
7.6,4.6,1250.0,-1,272271FZW8LE
0.7,1.3,1175.0,-1,477128OU76HW
0.1,4.6,425.0,-1,4764220P53AG
4.3,0.7,1100.0,-1,2728777UE26T
4.9,7.6,1325.0,-1,8282785MMTX7
3.4,0.4,350.0,-1,278118BGYKT0
0.4,6.4,1550.0,-1,287726S4AXU8
7.0,1.0,1175.0,-1,177162ZEPMOK
0.7,4.0,1025.0,-1,2872282W61PR
4.3,3.1,1250.0,-1,6227815156EJ
1.0,0.4,650.0,-1,824286GZWGIX
0.1,6.1,950.0,-1,478114BQ0D93
0.4,4.3,1625.0,-1,778428M190KE
6.1,1.3,125.0,-1,481221OAY2WF
0.7,2.8,200.0,-1,471472NJR3OU
1.3,5.8,125.0,-1,146724TJ2XBK
7.0,6.4,1325.0,-1,488826RVXF10
7.0,2.8,1250.0,-1,226876RIEUE9
3.4,6.7,1325.0,-1,221174CJC17O
2.5,0.4,875.0,-1,877182Z575CV
0.1,2.5,950.0,-1,788821SC44IK
1.9,1.0,50.0,-1,418141P9L0OR
1.3,5.2,1325.0,-1,878861LXFBQX
0.4,3.1,1325.0,-1,227172A7MTUA
6.1,0.4,950.0,-1,248488W7W1CL
0.1,1.9,425.0,-1,721814XZ6PYY
5.5,1.3,1175.0,-1,611277N7KFJG
1.9,3.4,1100.0,-1,827288S69W3A
