Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
0.4,0.9,1075.0,-1,841417GY8JEY
8.1,8.0,1275.0,-1,7124144UYRXO
8.1,0.6,350.0,-1,044448M7KUBH
1.3,8.1,175.0,-1,424714ZLQ2R2
0.1,7.5,2050.0,-1,441140UJ1ES5
5.2,3.3,1300.0,-1,8444148P4W29
3.3,1.8,50.0,-1,117148EVZ8J7
3.6,8.1,1350.0,-1,044124WL6A3C
0.1,5.4,1050.0,-1,744818BM21FP
4.0,0.2,875.0,-1,412440QJI2U6
0.9,4.5,200.0,-1,471448EA91P8
8.1,1.2,1225.0,-1,4411202CTW2D
0.1,4.3,1850.0,-1,442474E4M67O
6.4,3.1,50.0,-1,721810IHUFXX
8.1,4.7,1250.0,-1,4441117T1UVX
0.4,1.3,300.0,-1,44274439QBBA
2.2,3.3,1200.0,-1,240402F7YDCZ
5.7,6.2,1375.0,-1,247040OUEQRY
0.8,8.1,1400.0,-1,428287D412A3
3.0,6.1,50.0,-1,284244LRBC3A
5.4,0.6,325.0,-1,241400O3XFEW
0.1,3.1,750.0,-1,0412219615V4
2.4,5.8,1325.0,-1,441244BB8O2S
0.1,6.4,500.0,-1,748117RU9WWP
6.4,0.3,875.0,-1,007044DQXIEZ
2.4,0.2,450.0,-1,4474144NNNZM
0.1,2.8,1400.0,-1,714201F1FXJK
0.2,6.2,1600.0,-1,482824RUXDR7
2.5,1.2,1150.0,-1,114074EKLBKQ
3.6,8.1,50.0,-1,720284HE90NW
1.5,2.7,50.0,-1,2444416KN5DV
5.3,1.3,1200.0,-1,200121YT95U8
