Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
1.3,6.3,200.0,-1,557575N4THJL
8.1,0.1,2050.0,-1,5175223VEHB9
8.1,8.1,1350.0,-1,429429WMWB4M
0.1,2.1,2050.0,-1,924545BAESUJ
7.7,1.9,175.0,-1,544154ZWXGKO
0.3,0.3,550.0,-1,251559892ZWP
0.1,8.1,1650.0,-1,42592918XCV0
4.6,3.6,1275.0,-1,244559LD49MA
3.4,2.5,50.0,-1,2225219FAQ5R
4.0,7.7,1300.0,-1,949155IH32FV
0.1,4.0,975.0,-1,724514Z4M1ZJ
5.0,0.2,775.0,-1,794924OL7CC9
8.1,2.1,1250.0,-1,555455QCZVM0
4.2,8.1,50.0,-1,514742YDE55Q
2.1,1.5,1175.0,-1,52557167WU71
0.1,5.0,1750.0,-1,454577J5V9HH
7.3,5.1,1325.0,-1,554545MQ3Y8A
0.5,3.1,250.0,-1,474755S672VO
2.3,5.4,1300.0,-1,4441455UYGD8
8.1,0.3,725.0,-1,5552558T5I4B
2.8,0.4,400.0,-1,51955528LBWK
5.3,0.9,175.0,-1,519545FWGC4U
0.1,0.1,1300.0,-1,445574UE0061
0.2,2.5,1450.0,-1,514754EDP0GV
0.1,8.1,425.0,-1,5125520XAUZ7
5.8,1.7,1175.0,-1,575555WGYVN3
0.1,6.0,675.0,-1,155915D1RPH7
6.1,7.0,1350.0,-1,417924JO5NFQ
7.9,0.1,1500.0,-1,54555571OYP0
2.3,4.4,50.0,-1,515542GW68IN
1.1,0.6,50.0,-1,555524J4OPMS
5.9,3.0,50.0,-1,512415CSTUYA
