Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
4.6,2.8,50.0,-1,814728QKU1CC
0.1,7.9,1625.0,-1,066882FDC05N
7.9,7.6,1325.0,-1,111071QYULAX
0.1,0.7,1250.0,-1,12217827HZ0E
7.9,1.0,1325.0,-1,488171VOSM1G
1.6,7.9,200.0,-1,178844R5KS69
4.0,4.3,1325.0,-1,467820IIUB2K
0.1,4.3,650.0,-1,764712O1PUB0
4.0,0.1,875.0,-1,4488062081C3
7.9,0.7,275.0,-1,677711XUQ6G4
0.1,4.0,1775.0,-1,410188UFMH04
1.0,0.7,275.0,-1,21808777UB0Z
3.7,7.9,1400.0,-1,788787KXX591
7.9,4.3,1175.0,-1,2281081PXY4E
1.9,4.9,50.0,-1,7880882WGL5L
7.6,3.4,50.0,-1,887278S01HUS
1.6,5.8,1325.0,-1,786212CFD5WE
1.6,3.1,1175.0,-1,068411ASB0JX
5.2,1.9,1250.0,-1,874717UNEM4X
5.8,6.1,1325.0,-1,742081TXM6H9
6.7,0.1,800.0,-1,181411BREXV7
3.7,0.7,275.0,-1,287206D48AB7
0.1,6.7,575.0,-1,01742267SIR2
0.1,1.9,725.0,-1,681788QPURER
1.6,0.1,875.0,-1,117671229NEA
1.9,2.5,50.0,-1,771011PKV0KC
3.7,7.9,50.0,-1,646711TA78JH
5.8,1.0,350.0,-1,442777PCRVWR
3.1,1.6,1175.0,-1,168067CMO40B
0.1,6.1,1850.0,-1,078827ITGT4U
6.1,3.7,1250.0,-1,202086YTOBYH
1.6,7.9,1325.0,-1,216167D5C6L2
