Conc_AP_Lys_100_(mM),Conc_AP_Asp_200_(mM),Conc_NaCl_(mM),Phase,Barcode
5.3,0.5,675.0,-1,7726564HVTS8
0.1,8.0,2050.0,-1,876068QH0SWI
8.1,8.1,1300.0,-1,108612PDIDHS
1.7,7.4,75.0,-1,617786I403QU
0.1,0.4,2050.0,-1,82778181LKBT
0.1,1.8,100.0,-1,106888GEH03N
3.5,5.1,1250.0,-1,086150PPETPS
8.1,3.4,50.0,-1,8871812LAYB6
8.0,3.4,1325.0,-1,101868WS4B2Q
1.5,1.2,1075.0,-1,271800FFQMTT
0.1,4.2,1725.0,-1,277528D4H35W
3.6,2.3,50.0,-1,871082E5IMPT
4.8,8.1,1450.0,-1,561277VUAODK
0.1,4.9,450.0,-1,011857GK6EX2
8.1,0.2,1100.0,-1,788110FQB9VA
1.7,7.7,1375.0,-1,885225VWJWOT
5.0,2.4,1275.0,-1,1568081EZ9H8
8.0,0.7,350.0,-1,587587244XTD
2.3,0.2,425.0,-1,711086YAFM27
6.3,5.8,1225.0,-1,8180677K9HS8
2.3,4.7,50.0,-1,7172863PS284
6.1,1.8,50.0,-1,068111PN7OJ1
1.9,3.3,1375.0,-1,018088IL7EX2
0.1,1.8,1550.0,-1,118076R7B79P
4.0,8.1,50.0,-1,112887EVXBJJ
0.1,0.1,650.0,-1,117171P8Z8UV
1.2,5.5,1350.0,-1,870577Y4DQ0R
3.7,0.8,1050.0,-1,722018L31Y5M
0.1,7.1,450.0,-1,821602L65FDL
0.2,2.5,2050.0,-1,1655274T5IUF
0.1,6.3,1750.0,-1,226660NVD112
6.1,0.7,1150.0,-1,2808889J2CY7
